h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23
0.000859475,0.0,0.055599329,0.320578558,0.475890514,0.483922596,0.461800581,0.449919928,0.447340747,0.466929981,0.478542444,0.446336397,0.481497647,0.361100079,0.738048939,0.832195069,0.997684945,1.0,1.0,1.0,0.922060512,0.407623725,0.357868849
0.43122649,0.26302594,0.181446662,0.173462159,0.163694393,0.0,0.513617969,0.554425129,0.559177481,0.561719204,0.564855891,0.569116047,0.569485731,0.57343301,0.575499055,0.706155109,0.74773897,0.862443384,0.96335815,0.999990484,1.0,1.0,0.999747025
0.431221692,0.251227228,0.180984669,0.174318333,0.218572232,0.0,0.493515805,0.555456757,0.575710677,0.576150196,0.575268737,0.573278851,0.541631054,0.552408052,0.731528346,0.862443384,0.99623209,0.999954345,1.0,1.0,1.0,1.0,0.999991786
0.181335198,0.180668635,0.2536321,0.487112137,0.573416539,0.563520477,0.560919104,0.547067011,0.572263206,0.555750434,0.563714693,0.572731045,0.571959942,0.561465749,0.782432894,0.978202652,1.0,1.0,1.0,0.807432928,0.489532231,0.0,0.231627463
0.456612909,0.213713187,0.027446505,0.02089541,0.0,0.209865957,0.563944634,0.667984264,0.698380315,0.689039936,0.712014852,0.702826993,0.692562086,0.691775885,0.981464688,1.0,0.939380222,0.939380222,0.883891123,0.577533425,0.697996566,0.214979233,0.020845473
0.181350642,0.180591789,0.225562869,0.451858286,0.567162699,0.57654251,0.57292503,0.568510351,0.564237201,0.571267323,0.571749852,0.568296807,0.546810365,0.497904034,0.565951427,0.783302653,0.99854886,1.0,1.0,1.0,0.938489718,0.623357449,0.0
0.306425666,0.12772689,0.005039511,0.0,0.027585067,0.306425666,0.467911697,0.73135294,0.908960933,0.964404708,0.804214846,0.80451766,0.640515899,0.690428751,0.867034466,1.0,0.994310728,0.859490586,0.737679879,0.635548087,0.367670589,0.131140947,0.001505775
0.0,0.000182786,0.070300833,0.337305264,0.471514701,0.476738258,0.47703695,0.478665003,0.477718347,0.479014897,0.480764422,0.472890063,0.40136283,0.38549709,0.696699125,0.832241179,0.999980543,1.0,1.0,0.996568068,0.718358497,0.316680319,0.131039065
0.180384479,0.178088662,0.264421743,0.562236929,0.610278406,0.682078134,0.569873163,0.576213242,0.574936531,0.57357638,0.574918272,0.569121069,0.560824568,0.608044501,0.867488628,1.0,1.0,1.0,1.0,0.743900823,0.577804925,0.0,0.252731514
0.461249582,0.246752967,0.180598905,0.175826853,0.209446646,0.0,0.531562539,0.516129562,0.573239953,0.577059993,0.577638792,0.575894771,0.521201643,0.54655411,0.592707115,0.773475261,0.862443384,0.953705,0.999996204,1.0,1.0,1.0,0.999999965
0.172234704,0.180985575,0.197165847,0.0,0.533814856,0.552840347,0.560360604,0.562476718,0.548233736,0.574962256,0.574962256,0.574071194,0.0,0.445233174,0.681899665,0.79973353,0.862443384,0.967583547,1.0,1.0,1.0,1.0,0.998736028
0.179827219,0.179440116,0.240111566,0.451788492,0.569886628,0.573630494,0.571646087,0.567721316,0.561219753,0.547518796,0.566440591,0.536258325,0.574962256,0.44321375,0.624620337,0.862443384,1.0,1.0,1.0,1.0,0.782040746,0.462430308,0.0
0.892017207,0.144521667,0.008345336,0.0,0.002533578,0.317422047,0.481009403,0.620899918,0.743986815,0.926845474,0.804595102,0.708375319,0.663222807,0.787141619,0.873852693,1.0,0.999835588,0.977058573,0.76091569,0.460782575,0.318608248,0.12938055,0.012340074
0.180665264,0.178679383,0.243050006,0.501759355,0.549858443,0.648045636,0.566131929,0.573984691,0.575066962,0.567724781,0.58791164,0.572473346,0.557350573,0.682993111,0.8552072,0.999513811,1.0,1.0,1.0,0.813581016,0.517368663,0.0,0.224496113
0.6,0.388992879,0.245919124,0.237463547,0.220703611,0.388760742,0.721371256,0.77687307,0.785468654,0.998667652,0.799673642,0.791349729,0.792328832,0.797812372,0.915763264,1.0,0.924150908,0.787332171,0.791088595,0.768832522,0.0,0.255952885,0.250346345
0.862443384,0.285314734,0.180188372,0.173301546,0.18095135,0.0,0.524164497,0.640944889,0.804761063,0.930513079,0.932319828,0.862443384,0.797712146,0.966873477,0.999997933,1.0,1.0,1.0,0.989813879,0.794423586,0.44262104,0.287481128,0.18738037
0.431221692,0.245994542,0.180153512,0.178395955,0.167652468,0.0,0.539358705,0.569905043,0.56776163,0.574733064,0.572537126,0.566274755,0.547034925,0.546962836,0.801492726,0.862443384,0.999793848,1.0,1.0,1.0,1.0,1.0,1.0
0.0,0.001660291,0.058731391,0.318050494,0.473343968,0.482657606,0.481287638,0.477088532,0.459729957,0.477244432,0.472726648,0.422066482,0.474692638,0.339424024,0.673857103,0.753013782,0.999729056,1.0,1.0,1.0,0.971190965,0.422214487,0.325793265
0.438207209,0.247738608,0.179848465,0.175883019,0.190528218,0.0,0.574962256,0.561432309,0.576195671,0.576715471,0.576236791,0.575936815,0.565912503,0.571660466,0.756559048,0.862511445,1.0,0.999976165,1.0,1.0,1.0,1.0,1.0
0.0,0.004664213,0.082870625,0.360339713,0.450498601,0.483905833,0.479786902,0.462637335,0.464463914,0.48215848,0.4717001,0.45970863,0.476220362,0.376249764,0.713701171,0.966501039,1.0,1.0,1.0,1.0,0.999711685,0.6953736,0.384431438
0.002494188,0.0,0.094645026,0.471587387,0.700254,0.72161322,0.495676226,0.481739863,0.481258418,0.502814684,0.580874031,0.656651116,0.538331029,0.615464227,0.832649508,0.999999943,1.0,1.0,0.999998002,0.746337268,0.409185184,0.308027982,0.128306587
0.0,0.005323189,0.066814304,0.354941555,0.479094928,0.500189224,0.475129742,0.485185166,0.487421295,0.486576716,0.487096593,0.474333226,0.353402965,0.35729295,0.558980636,0.826944971,0.999552422,1.0,1.0,1.0,1.0,0.774700274,0.347457503
0.176726317,0.172259764,0.274147899,0.542722636,0.614289471,0.71870282,0.559009321,0.574863412,0.576492637,0.574333663,0.568483084,0.574594322,0.574447486,0.621304677,0.862443384,0.999639832,1.0,1.0,1.0,0.831814832,0.47654094,0.0,0.278724134
0.163825947,0.182919273,0.176369442,0.165011474,0.0,0.556538295,0.574962256,0.574962256,0.557531517,0.57237914,0.575498449,0.574829245,0.574010596,0.573330991,0.75695291,0.862443384,0.976068331,0.997464172,1.0,1.0,0.853959909,0.563656956,0.494982234
0.0,0.003564171,0.070694576,0.370050346,0.461057103,0.487298892,0.429816336,0.484378196,0.482817965,0.478685815,0.474284768,0.442345606,0.460899789,0.410656417,0.719282256,0.875128498,1.0,1.0,1.0,1.0,0.977350312,0.433131768,0.370738173
0.178611839,0.18127576,0.194536777,0.0,0.574962256,0.574962256,0.574962256,0.574962256,0.574962256,0.574962256,0.569009116,0.574935327,0.0,0.443329538,0.608495281,0.774350062,0.862443384,0.973716371,0.999862181,1.0,1.0,1.0,0.888741279
0.001551352,0.0,0.076573098,0.369235937,0.464180848,0.471777234,0.475626033,0.473426796,0.47795551,0.477668711,0.474061389,0.469165801,0.407443662,0.402512639,0.732091855,0.954233544,1.0,1.0,1.0,1.0,1.0,0.745180689,0.36404773
0.888794016,0.289471591,0.182422546,0.179382956,0.166621803,0.290029991,0.489929098,0.617826136,0.768304417,0.799025661,0.741064833,0.697912795,0.577487687,0.778530491,0.833839331,0.942069563,1.0,0.83441958,0.770638728,0.487824371,0.0,0.27145279,0.182784371
0.001841255,0.0,0.085513904,0.367845295,0.4756175,0.483501303,0.478132966,0.480883454,0.479600043,0.480458434,0.481773884,0.47735888,0.450374606,0.403568994,0.722027555,0.950909359,1.0,1.0,1.0,0.995413691,0.634035388,0.315349679,0.132319334
0.546729729,0.228665674,0.180106503,0.174231198,0.172591479,0.0,0.574642771,0.524744976,0.571724079,0.575626726,0.575466394,0.576082664,0.575453807,0.572643523,0.752838789,0.925649843,1.0,1.0,1.0,0.999702532,0.747625627,0.895766201,0.77085923
0.174385736,0.18057077,0.173718527,0.0,0.545173241,0.570117383,0.574825384,0.574962256,0.574962256,0.574962256,0.574962256,0.574962256,0.0,0.431506405,0.669138429,0.788910555,0.990685769,1.0,1.0,1.0,1.0,1.0,0.99980633
0.181306451,0.180744154,0.246398501,0.520073994,0.56826612,0.57844377,0.569572167,0.572310108,0.569296983,0.572450474,0.57472986,0.576264561,0.50697999,0.560873663,0.78093522,0.864324517,1.0,1.0,1.0,0.974416655,0.716472974,0.0,0.287481128
0.833529364,0.134888514,0.0063716,0.0,0.034549706,0.309548727,0.546821469,0.643256102,0.83059195,0.785659546,0.72264704,0.658869152,0.658869152,0.691803204,0.833529364,1.0,0.998303145,0.783204084,0.683373185,0.412619652,0.484208939,0.084866525,0.00152365
0.174593209,0.180567818,0.193312995,0.0,0.574962256,0.574962256,0.574962256,0.574962256,0.573518483,0.574962256,0.574962256,0.0,0.0,0.431221692,0.588894837,0.756338233,0.903567605,1.0,1.0,1.0,1.0,0.97440672,0.766903775
0.001006054,0.0,0.071120002,0.346722393,0.467923089,0.479021993,0.481362107,0.479546166,0.479410063,0.472255145,0.475099085,0.460491323,0.447032491,0.354670652,0.505453045,0.79003405,0.916158998,0.997249167,1.0,0.869014971,0.370668024,0.323688743,0.130709038
0.180542792,0.17866358,0.257729143,0.531775781,0.742995355,0.748430789,0.561093233,0.573308954,0.57796586,0.576418013,0.574881928,0.576345271,0.572535327,0.594248918,0.862601996,0.999880128,0.999880128,0.999880128,1.0,0.79032074,0.490113066,0.0,0.279499067
0.897148003,0.297119489,0.187514736,0.184370897,0.172596512,0.29742407,0.486717683,0.620414741,0.740288267,0.743560176,0.736308493,0.660980803,0.604106406,0.737002855,0.790525607,0.892272211,1.0,0.760553592,0.804584317,0.502324975,0.0,0.248086463,0.184180795
0.455077786,0.2521111,0.181101698,0.178253459,0.160311611,0.0,0.525136952,0.543457327,0.573093342,0.592499882,0.581593793,0.573834745,0.575063545,0.575483476,0.717699035,0.862443384,1.0,1.0,1.0,1.0,1.0,1.0,0.985562522
0.30647939,0.08943448,0.001817056,0.0,0.003524506,0.131185772,0.312264518,0.460062366,0.484196215,0.484715318,0.484537436,0.48363993,0.418789119,0.446274859,0.487513775,0.803252909,0.832269502,0.832269502,0.848159336,1.0,1.0,1.0,1.0
0.799420768,0.142664886,0.01044646,0.0,0.055774489,0.31562007,0.601157045,0.718926039,0.955479323,1.0,1.0,1.0,0.997288448,0.996247213,1.0,1.0,0.981135752,0.82579571,0.65389763,0.478142874,0.327539061,0.120825327,0.009532284
0.436384897,0.248346639,0.180808228,0.173940815,0.22243214,0.0,0.490990049,0.562516369,0.575017416,0.576401369,0.56794709,0.534969898,0.570875656,0.554841259,0.570451219,0.71870282,0.816420925,0.975170266,0.999999671,1.0,1.0,1.0,1.0
0.00090416,0.0,0.056637192,0.317937013,0.472833618,0.486175487,0.474792703,0.479705285,0.481113078,0.479745706,0.479823612,0.480483072,0.456561135,0.463926992,0.717491466,0.927147519,1.0,1.0,1.0,0.998151712,0.573407864,0.334001073,0.132765831
0.72538107,0.0,0.19995911,0.163593004,0.179634716,0.0,0.51091131,0.727663209,0.776976255,0.782281189,0.745642548,0.73067645,0.730550588,0.735490919,0.859954411,1.0,0.863216108,0.761775827,0.556495995,0.50800171,0.0,0.292183161,0.221250613
0.181267902,0.180531306,0.23819849,0.452069667,0.56953214,0.575839002,0.568916267,0.557454815,0.574112884,0.559455968,0.56401339,0.535527882,0.574429969,0.464963736,0.601323325,0.80138086,0.943393496,0.998980687,1.0,0.83328426,0.43127001,0.0,0.261540406
0.005326271,0.003014721,0.089021288,0.348491669,0.460264872,0.481188865,0.484375287,0.478008845,0.480529728,0.485278793,0.486809535,0.485642158,0.486949861,0.482536641,0.822188613,0.999903115,0.999903115,0.999903115,1.0,0.62734919,0.357039205,0.134713904,0.0
0.287481128,0.21636753,0.181422677,0.180357027,0.168844871,0.257190839,0.0,0.433769704,0.568577879,0.559372981,0.554705364,0.557571408,0.568215289,0.568730562,0.578150946,0.782069479,0.862443384,0.862443384,0.925415264,0.99999634,1.0,1.0,0.995854143
