Anomalous,Cluster,Day,Month,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24
0,2,23,8,0,0.288756866,0.184422501,0.181523174,0.17068581,0.283253223,0.453373938,0.688462715,0.787331833,0.870397006,0.825267195,0.788152138,0.778938072,0.841998991,0.936881948,1,0.980390368,0.998942867,0.760462315,0.657335251,0.580264671,0.290132335,0.184472254,1
0,0,24,8,0.176586723,0.176277339,0.284288662,0.553315708,0.727459006,0.755620361,0.586468715,0.574538271,0.570824984,0.572785194,0.578681485,0.569141215,0.58582737,0.686385847,0.83935802,0.999792231,0.999820459,0.999820459,1,0.781261019,0.50222984,0,0.261061591,1
0,0,25,8,0.001174092,0,0.072367751,0.327375254,0.476459653,0.485220182,0.475074362,0.480993936,0.481704797,0.48142051,0.474035419,0.474598029,0.475604278,0.477553112,0.714108056,0.978859944,1,1,1,0.696829072,0.40128819,0.306328036,0.131024587,1
0,0,26,8,0,0.00133829,0.073249172,0.365668756,0.476628992,0.481141667,0.474479437,0.465817152,0.476195406,0.482063576,0.481677772,0.473893495,0.425924495,0.4539081,0.729375069,0.967823058,1,1,1,0.992132004,0.44279787,0.432194666,0.132183081,1
0,0,27,8,0,0.000311214,0.054388952,0.305572622,0.392906159,0.478789158,0.44086237,0.470540258,0.435173875,0.466177296,0.466136027,0.481066978,0.481066978,0.441328411,0.736525598,0.931426509,1,1,1,1,0.761713962,0.40789008,0.468923034,1
0,1,28,8,0.168514053,0.177220122,0.194967542,0,0.496953853,0.557899414,0.574065303,0.574962256,0.574962256,0.574599369,0.549576371,0.572801158,0.572736185,0.538500754,0.592134805,0.775265927,0.900320086,0.995162614,0.998997772,1,1,1,0.999534676,1
0,1,29,8,0.431221692,0.246066534,0.178684511,0.167298448,0.176595778,0,0.517589263,0.544988504,0.567656656,0.576426006,0.576506022,0.576050471,0.576398364,0.576699695,0.740965787,0.7780846,0.980436774,0.993537689,0.998698732,1,1,1,0.99994271,1
0,2,30,8,0.384238857,0.160912072,0.028368526,0.021912197,0,0.178985143,0.438294725,0.568143959,0.618350557,0.808180681,0.797335578,0.792687189,0.683766798,0.775652619,0.921299431,0.91884543,1,1,0.870898421,0.494408803,0.406101179,0.178985143,0.020314562,1
0,0,31,8,0.002494188,0,0.094645026,0.471587387,0.700254,0.72161322,0.495676226,0.481739863,0.481258418,0.502814684,0.580874031,0.656651116,0.538331029,0.615464227,0.832649508,0.999999943,1,1,0.999998002,0.746337268,0.409185184,0.308027982,0.128306587,1
0,0,1,9,0.179229504,0.180038896,0.241399882,0.485081658,0.61046163,0.71870282,0.556593098,0.576845018,0.574377729,0.570292295,0.572970914,0.572348506,0.57601216,0.575682682,0.843015328,1,1,1,0.999845106,0.755976565,0.522795565,0,0.227939008,1
0,0,2,9,0,0.000290586,0.068742395,0.360130639,0.577668706,0.497224723,0.474644256,0.48428447,0.485065925,0.481215776,0.483126235,0.483829446,0.476697782,0.470151654,0.688327357,0.96863523,1,1,1,0.995364856,0.644804854,0.482673883,0.132772027,1
0,0,3,9,0,0.002046945,0.059177395,0.314485288,0.480347554,0.480919015,0.473669148,0.465609696,0.476344293,0.483438566,0.485342749,0.484101153,0.43655952,0.449390134,0.700328976,0.908180097,1,1,1,1,0.934930855,0.518231312,0.343491641,1
0,1,4,9,0.1738627,0.181640792,0.194572665,0,0.537002892,0.575678714,0.566362739,0.553612949,0.555730051,0.574387884,0.574850777,0.571551095,0.568343455,0.573528903,0.774102993,0.873312965,0.985910889,0.996047573,0.999926636,1,1,1,0.99419246,1
1,1,5,9,0.46447964,0.233872233,0.178610649,0.173090688,0.152801471,0,0.490954604,0.546595643,0.561349657,0.568809953,0.575004452,0.575755935,0.574043126,0.575652679,0.576478612,0.725365786,0.76044907,0.792099352,0.862443384,0.997776592,1,0.936055009,0.782891955,1
1,2,6,9,0.325694343,0.154962159,0.032622636,0.022702276,0,0.15528511,0.399553614,0.564397919,0.66651281,0.82865255,0.821306259,0.72510084,0.668352495,0.782370882,0.892803394,0.999751223,1,1,1,1,0.998450513,0.740811398,0.453248941,1
1,0,7,9,0,0.20489293,0.176671007,0.165872785,0.166611823,0.287481128,0.562846883,0.516351806,0.566810431,0.585482747,0.718062435,0.734521259,0.730191279,0.762662235,0.965952939,1,1,1,0.988395003,0.757145782,0.510356957,0.287481128,0.17369961,1
0,0,8,9,0.180413454,0.177684206,0.260964241,0.509564786,0.574216113,0.677250671,0.571022499,0.573955106,0.573624975,0.57110658,0.571483459,0.574461329,0.569194796,0.580895634,0.800892731,0.996010643,0.999820306,0.999820306,1,0.789117321,0.515606192,0,0.216391489,1
0,0,9,9,0.001719533,0,0.075889451,0.332941277,0.467463234,0.477754388,0.479741916,0.482123618,0.484372989,0.483431917,0.483039894,0.481732261,0.392415992,0.431335602,0.583065854,0.812300712,0.999609011,1,1,0.948950351,0.573322308,0.439908687,0.131648175,1
0,0,10,9,0.180275753,0.180463803,0.23209947,0.450762736,0.550414269,0.55901096,0.564701863,0.56822851,0.55996134,0.544593772,0.553527424,0.520930478,0,0.44771307,0.593099953,0.796973404,0.976873085,1,1,1,0.82863483,0.463998105,0,1
0,1,11,9,0.171276505,0.180407962,0.199939843,0,0.574962256,0.574962256,0.574962256,0.574962256,0.573349972,0.574962256,0.574962256,0.574962256,0,0,0.53356737,0.783281754,0.98725921,1,1,1,1,1,1,1
0,1,12,9,0.3180948,0.117045294,0.018500994,0.015308004,0,0.145765025,0.476163556,0.411590232,0.488615696,0.492401181,0.49048558,0.482251581,0.474765856,0.469299218,0.51570593,0.786481171,0.714245494,0.722045948,0.857794748,1,1,1,0.998832805,1
0,2,13,9,0.832002607,0.129970495,0.004855299,0,0.014540675,0.308706332,0.416440919,0.60606234,0.712422727,0.826988893,0.798715741,0.676345706,0.680457172,0.694448082,0.818209677,0.875563577,1,0.9514893,0.812409736,0.5563616,0.3499763,0.13361926,0.00028852,1
0,0,14,9,0.180665264,0.178679383,0.243050006,0.501759355,0.549858443,0.648045636,0.566131929,0.573984691,0.575066962,0.567724781,0.58791164,0.572473346,0.557350573,0.682993111,0.8552072,0.999513811,1,1,1,0.813581016,0.517368663,0,0.224496113,1
0,0,15,9,0.001266123,0,0.073047285,0.343197182,0.473564831,0.481644297,0.475204712,0.479332327,0.481585428,0.481434039,0.483853895,0.486105068,0.46607571,0.434123971,0.72610524,0.969714843,1,1,0.999746524,0.719015743,0.408498484,0.308535526,0.133789949,1
0,0,16,9,0,0.000182786,0.070300833,0.337305264,0.471514701,0.476738258,0.47703695,0.478665003,0.477718347,0.479014897,0.480764422,0.472890063,0.40136283,0.38549709,0.696699125,0.832241179,0.999980543,1,1,0.996568068,0.718358497,0.316680319,0.131039065,1
0,0,17,9,0,0.001660291,0.058731391,0.318050494,0.473343968,0.482657606,0.481287638,0.477088532,0.459729957,0.477244432,0.472726648,0.422066482,0.474692638,0.339424024,0.673857103,0.753013782,0.999729056,1,1,1,0.971190965,0.422214487,0.325793265,1
0,1,18,9,0.170406915,0.181702285,0.201622701,0,0.545739068,0.574962256,0.571703391,0.574962256,0.574962256,0.574962256,0.574962256,0.574962256,0,0.431221692,0.706529799,0.862443384,0.999919628,1,1,1,1,1,1,1
0,1,19,9,0.431221692,0.251227228,0.180984669,0.174318333,0.218572232,0,0.493515805,0.555456757,0.575710677,0.576150196,0.575268737,0.573278851,0.541631054,0.552408052,0.731528346,0.862443384,0.99623209,0.999954345,1,1,1,1,0.999991786,1
0,2,20,9,0.960873309,0.316648054,0.198008577,0.1936829,0.205900317,0,0.529926902,0.645816115,0.807516036,0.883623141,0.826817307,0.654863692,0.741105637,0.800727758,0.888433859,1,0.818977708,0.796041567,0.62992394,0.554541796,0,0.243529861,0.205653612,1
0,0,21,9,0.17983928,0.176907302,0.261879395,0.530430923,0.56884435,0.583359015,0.570897428,0.572566569,0.574739483,0.575864598,0.574639437,0.568307148,0.574419557,0.605417095,0.862443384,1,1,1,0.99999814,0.786044806,0.502948756,0,0.225236662,1
0,0,22,9,0.180574562,0.179892509,0.256693593,0.525186414,0.685648935,0.71870282,0.572358174,0.575399752,0.577942536,0.576813955,0.574678851,0.569854971,0.571033393,0.616397234,0.859864441,0.999388814,1,1,1,0.771960941,0.467240544,0,0.287481128,1
0,0,23,9,0,0.002846511,0.04770818,0.308050857,0.455801844,0.480340836,0.482247398,0.474028578,0.473959875,0.482325607,0.48272462,0.483948252,0.481917624,0.474112083,0.719456953,0.994397835,1,1,1,0.942952508,0.384364509,0.432721011,0.133182796,1
1,0,24,9,0.180098522,0.176379126,0.212994854,0,0.574962256,0.546876764,0.571726118,0.554299332,0.54876627,0.568901767,0.569693299,0.533713529,0.569149203,0.545525729,0.767826394,0.862443384,0.999939662,1,1,1,0.999853524,0.752849364,0.455512495,1
1,1,25,9,0.180307076,0.180436074,0.173788402,0.28259492,0,0.574962256,0,0,0,0,0,0,0,0.561096436,0.583013922,0.768907122,0.868142135,0.998673839,1,1,1,1,0.998311552,1
0,1,26,9,0.461249582,0.246752967,0.180598905,0.175826853,0.209446646,0,0.531562539,0.516129562,0.573239953,0.577059993,0.577638792,0.575894771,0.521201643,0.54655411,0.592707115,0.773475261,0.862443384,0.953705,0.999996204,1,1,1,0.999999965,1
0,2,27,9,1,0.319660295,0.193273789,0.18507367,0.253722589,0,0.577063906,0.684263986,0.847493342,0.918535122,0.868245188,0.799150738,0.79612402,0.799150738,0.932321477,0.958980885,0.958980885,0.8786925,0.798413815,0.57419972,0.63932059,0.318921536,0.199000729,1
0,0,28,9,0.176726317,0.172259764,0.274147899,0.542722636,0.614289471,0.71870282,0.559009321,0.574863412,0.576492637,0.574333663,0.568483084,0.574594322,0.574447486,0.621304677,0.862443384,0.999639832,1,1,1,0.831814832,0.47654094,0,0.278724134,1
0,0,29,9,0.181267902,0.180531306,0.23819849,0.452069667,0.56953214,0.575839002,0.568916267,0.557454815,0.574112884,0.559455968,0.56401339,0.535527882,0.574429969,0.464963736,0.601323325,0.80138086,0.943393496,0.998980687,1,0.83328426,0.43127001,0,0.261540406,1
0,0,30,9,0.181071691,0.179432019,0.238950759,0.454428704,0.570031982,0.572625019,0.567899745,0.570883567,0.574130616,0.574564421,0.574147122,0.553009235,0.555536469,0.513920914,0.780596583,0.794915614,0.989410433,1,1,0.999976918,0.733156,0.441509318,0,1
0,0,1,10,0.176768044,0.17838035,0.237153056,0.450968059,0.570294781,0.575773874,0.575231668,0.572852151,0.572335966,0.568808771,0.560982091,0.512622482,0.574962256,0.492225156,0.602315922,0.796929656,0.993642997,1,1,1,0.870637548,0.489356838,0,1
1,1,2,10,0,0.004984791,0.050671484,0.310367952,0.477196098,0.477113107,0.481231888,0.473600411,0.478306001,0.469600101,0.472231828,0.467716511,0.484650441,0.364830711,0.672764312,0.868557484,1,1,1,1,1,1,0.939999754,1
0,1,3,10,0.287481128,0.217769106,0.179638,0.172060059,0.214978662,0,0.573933009,0.556013313,0.573278555,0.576641039,0.575464333,0.573493914,0.574034441,0.576805847,0.590024355,0.782700085,0.862443384,0.862443384,0.992442882,1,1,1,1,1
0,2,4,10,0.878426482,0.28497202,0.18302049,0.180943262,0.167782193,0.292808827,0.524989584,0.598001322,0.771846083,0.878426482,0.759664807,0.581388908,0.581179153,0.732022068,0.78725489,1,0.770249745,0.821738233,0.587945089,0.478263436,0,0.233919283,0.183224426,1
0,0,5,10,0.00524288,0.004051995,0.109020528,0.424477671,0.738044949,0.720471122,0.468338782,0.478744131,0.482367864,0.483963842,0.482867039,0.481522489,0.483160314,0.514899014,0.82802586,0.999916626,1,1,0.998788201,0.743226522,0.362897847,0.134527357,0,1
0,0,6,10,0.000743113,0,0.084491938,0.442996899,0.540583891,0.631849471,0.465993375,0.474994645,0.477862199,0.48245445,0.48078883,0.480164505,0.461260009,0.458625084,0.794922602,0.999460379,1,1,1,0.895517301,0.520005529,0.481645034,0.131047299,1
0,0,7,10,0.000305836,0,0.079834525,0.361607828,0.472601784,0.468312398,0.478535364,0.478630472,0.476164513,0.476619017,0.47674437,0.478132682,0.43325914,0.45930262,0.762875752,0.956478495,1,1,1,0.996019299,0.691078191,0.379043535,0.131477959,1
0,0,8,10,0.00010854,0,0.050340483,0.310792826,0.478736494,0.481181526,0.479523631,0.463441556,0.453578555,0.474926286,0.479338669,0.449333077,0.462592593,0.385964306,0.653191839,0.832299548,1,1,1,1,0.821527463,0.414537284,0.32618521,1
0,1,9,10,0.175199058,0.181902056,0.1898042,0,0.521752178,0.566547682,0.555732934,0.574962256,0.574962256,0.574224249,0.552652708,0.559883062,0.574962256,0.446897367,0.590221802,0.770099773,0.862443384,0.990154421,1,1,1,1,0.996385319,1
0,1,10,10,0.431400578,0.238821938,0.17975217,0.17698985,0.175219461,0,0.574962256,0.543745376,0.569707919,0.575274538,0.570221922,0.568732906,0.563272398,0.548712045,0.717321,0.862656299,0.960766835,0.865348252,0.997737481,1,1,1,1,1
0,2,11,10,0.871093543,0.289834159,0.187096188,0.179264059,0.164285825,0.289834159,0.463779881,0.583493542,0.720807195,0.724585397,0.683877253,0.591888551,0.573504085,0.576036722,0.787551031,0.99879781,1,0.869502476,0.754855113,0.590172857,0.499037484,0,0.245744547,1
0,0,12,10,0,0.003445652,0.073351918,0.455416349,0.528751252,0.52955576,0.478196982,0.484462863,0.480870455,0.599696295,0.532330028,0.491029764,0.490889365,0.680915927,0.886966625,1,1,1,0.998865675,0.734236221,0.386783491,0.137572646,0.050089127,1
0,0,13,10,0.181222461,0.18038337,0.256433308,0.514268379,0.660608415,0.722005504,0.533214756,0.576978568,0.577185924,0.574415537,0.567297606,0.57435216,0.573263886,0.606908829,0.808524055,0.996101253,1,1,0.999994848,0.798000672,0.566453246,0,0.244560347,1
0,0,14,10,0.002056591,0,0.073634037,0.333724413,0.492816397,0.58579057,0.473347073,0.482254455,0.480790281,0.480403394,0.483079242,0.482348461,0.432773109,0.431325582,0.744128654,0.970773655,1,1,1,0.999400246,0.692536638,0.350142884,0.131833308,1
0,0,15,10,0.181350642,0.180591789,0.225562869,0.451858286,0.567162699,0.57654251,0.57292503,0.568510351,0.564237201,0.571267323,0.571749852,0.568296807,0.546810365,0.497904034,0.565951427,0.783302653,0.99854886,1,1,1,0.938489718,0.623357449,0,1
0,1,16,10,0,0.007894053,0.025774109,0.310497532,0.475275825,0.478319351,0.442249305,0.422854623,0.467051069,0.452473855,0.469305674,0.418812047,0.484747274,0.346061206,0.571735055,0.837464431,1,1,1,1,1,1,0.999930018,1
0,1,17,10,0.436160349,0.257337712,0.179952015,0.173901746,0.244175448,0,0.574962256,0.552875788,0.564251389,0.575526366,0.574482657,0.574964467,0.56355478,0.561879066,0.664571693,0.867440877,0.999415559,0.999728178,1,1,1,1,0.999358421,1
0,2,18,10,0.854209489,0.136139359,0.006326984,0,0.095476509,0.315878053,0.547809739,0.713026283,0.872625224,0.999513425,0.832448553,0.778587444,0.7531715,0.707274393,0.980376165,0.999906194,1,0.993255792,0.756268653,0.482602855,0.323521448,0.136432119,0.002563218,1
0,0,19,10,0.009908657,0.009047653,0.100354437,0.422241654,0.477147032,0.515629944,0.48127145,0.479664211,0.484919807,0.485705661,0.48748767,0.488073306,0.463233542,0.4661563,0.768432577,0.997758344,1,1,0.995368595,0.680652756,0.335496099,0.13839759,0,1
0,0,20,10,0.001680849,0,0.078811926,0.413765754,0.657029709,0.653805616,0.474783754,0.482685549,0.481462623,0.481957443,0.48284256,0.483094542,0.472766238,0.468526485,0.737695941,0.991212553,1,1,1,0.937893012,0.369677019,0.306616325,0.129266852,1
